"destacado_fmd_si_no","categoria_curada","design_id","slug","nombre_visible","ids_origen","categoria_album_actual","tags_actuales","imagen_principal","destacado_actual","visibility_tier_actual","commercial_priority_actual"
"","","cd-megadeth-vic-gaucho-argentino--p39-v6","cd-megadeth-vic-gaucho-argentino-p39-v6","Vic Gaucho Argentino","39","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/vic_rattlehead/remera_megadeth_vic_gaucho_argentino.jpg","NO","catalog","62"
"","","cd-megadeth-vic-gaucho-argentino--p39","cd-megadeth-vic-gaucho-argentino-p39","Vic Gaucho Argentino","39","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/vic_rattlehead/hoodie_megadeth_vic_gaucho_argentino.jpg","NO","catalog","62"
"","","cd-megadeth-vic-gaucho-argentino-fmd--p39","cd-megadeth-vic-gaucho-argentino-fmd-p39","VIC GAUCHO ARGENTINO FMD","39","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/vic_rattlehead/vic_gaucho_fmd.jpg","NO","catalog","62"
"","","cd-megadeth-vic-helicopter--p5026","cd-megadeth-vic-helicopter-p5026","Vic Helicopter","5026","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_helicopter.jpg","NO","archive","45"
"","","cd-megadeth-vic-kimb-vintage-real--p1066","cd-megadeth-vic-kimb-vintage-real-p1066","Vic Kimb Vintage Real","1066","VicRattlehead | Killing Is My Business... and Business Is Good!","Megadeth | Megadeth Vault | Thrash Metal | Killing Is My Business... and Business Is Good! | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_kimb_vintage_real.jpg","NO","archive","45"
"","","cd-megadeth-megadeth--vic-llamas-blanca","cd-megadeth-megadeth-vic-llamas-blanca","Vic Llamas Blanca","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/vic_llamas_blanca.jpg","NO","catalog","66"
"","","cd-megadeth-megadeth--vic-llamas-blanca-v2","cd-megadeth-megadeth-vic-llamas-blanca-v2","Vic Llamas Blanca v2","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/vic_llamas_blanca_v2.jpg","NO","catalog","66"
"","","cd-megadeth-vic-llamas-fmd-edition--p6025","cd-megadeth-vic-llamas-fmd-edition-p6025","Vic Llamas FMD Edition","6025","Album | Megadeth (2026)","Megadeth | Album | VicRattlehead | Vic Rattlehead | Último Disco | Nuevo | Doble Estampa","images/fmd-edition-3d/megadeth_last_album/vic_llamas_3d_edition_frente.jpg","SI","hero","92"
"","","cd-megadeth-megadeth--vic-llamas-fmd-edition","cd-megadeth-megadeth-vic-llamas-fmd-edition","VIC LLAMAS FMD EDITION","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/megadeth_last_album/vic_llamas_3d_edition_frente.jpg","NO","catalog","66"
"","","cd-megadeth-megadeth--vic-llamas-negro","cd-megadeth-megadeth-vic-llamas-negro","Vic Llamas Negro","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/vic_llamas_negro.jpg","NO","catalog","66"
"","","cd-megadeth-megadeth--vic-llamas-negro-v2","cd-megadeth-megadeth-vic-llamas-negro-v2","Vic Llamas Negro v2","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/vic_llamas_negro-v2.jpg","NO","catalog","66"
"","","cd-megadeth-megadeth--vic-llamas-v3","cd-megadeth-megadeth-vic-llamas-v3","Vic Llamas v3","17","Album | Megadeth (2026)","Megadeth | Megadeth Vault | Thrash Metal | Megadeth (2026) | remera | Megadeth Archive | Megadeth Albums","images/albums/Megadeth/megadeth_2026_vic_llamas_v3.jpg","NO","catalog","66"
"","","cd-megadeth-vic-militar--vic-militar","cd-megadeth-vic-militar-vic-militar","Vic Militar","430 | 5075","VicRattlehead | Hoodies FMD","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead | hoodie","images/vic_rattlehead/vic_militar.png","NO","archive | catalog","64"
"","","cd-megadeth-vic-nuclear--p235","cd-megadeth-vic-nuclear-p235","Vic Nuclear","235","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/vic_nuclear.jpg","NO","archive","58"
"","","cd-megadeth-vic-peace-25-black--p5051","cd-megadeth-vic-peace-25-black-p5051","Vic Peace 25 Black","5051","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_peace_25_black.jpg","NO","catalog","45"
"","","cd-megadeth-vic-peace-25-white--p5051","cd-megadeth-vic-peace-25-white-p5051","Vic Peace 25 White","5051","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_peace_25_white.jpg","NO","catalog","45"
"","","cd-megadeth-vic-pelea-v1--p246","cd-megadeth-vic-pelea-v1-p246","Vic Pelea V1","246","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/vic_pelea_v1.jpg","NO","catalog","58"
"","","cd-megadeth-vic-pelea-v2--p246","cd-megadeth-vic-pelea-v2-p246","Vic Pelea V2","246","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/vic_pelea_v2.jpg","NO","catalog","58"
"","","cd-megadeth-megadeth--vic-political","cd-megadeth-megadeth-vic-political","Vic Political","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_political.jpg","SI","hero","94"
"","","cd-megadeth-vic-promo-tour-2026--p5072","cd-megadeth-vic-promo-tour-2026-p5072","Vic Promo Tour 2026","5072","Hoodies FMD","Megadeth | Megadeth Vault | Thrash Metal | hoodie | Megadeth Archive | Tour Archive","images/hoddies_fmd/vic_promo_tour_2026.jpg","SI","featured","78"
"","","cd-megadeth-vic-punk--p427","cd-megadeth-vic-punk-p427","Vic Punk","427","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_punk.png","NO","archive","45"
"","","cd-megadeth-megadeth--vic-punk-fmd","cd-megadeth-megadeth-vic-punk-fmd","Vic Punk FMD","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_punk_fmd_edition.jpg","SI","hero","94"
"","","cd-megadeth-vic-radioactivo--p428","cd-megadeth-vic-radioactivo-p428","Vic Radioactivo","428","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_radioactivo.jpg","NO","archive","45"
"","","cd-megadeth-vic-rattlehead-my-last-words--p304","cd-megadeth-vic-rattlehead-my-last-words-p304","Vic Rattlehead - My Last Words","304","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_rattlehead_my_last_words.jpg","NO","catalog","45"
"","","cd-megadeth-vic-rip--p2815","cd-megadeth-vic-rip-p2815","Vic RIP","2815","Dave Mustaine | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_vic_rip.jpg","NO","catalog","60"
"","","cd-megadeth-vic-rust-muro--p5025","cd-megadeth-vic-rust-muro-p5025","Vic Rust Muro","5025","VicRattlehead | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_rust_muro.jpg","NO","catalog","45"
"","","cd-megadeth-vic-sells-v1--p5029","cd-megadeth-vic-sells-v1-p5029","Vic Sells v1","5029","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_sells.jpg","NO","catalog","45"
"","","cd-megadeth-vic-sells-v2--p5029","cd-megadeth-vic-sells-v2-p5029","Vic Sells v2","5029","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_sells_v2.jpg","NO","catalog","45"
"","","cd-megadeth-vic-set-the-world-afire--p5028","cd-megadeth-vic-set-the-world-afire-p5028","Vic Set the World Afire","5028","VicRattlehead | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_set_the_world_afire.jpg","NO","catalog","45"
"","","cd-megadeth-megadeth--vic-silent-fmd","cd-megadeth-megadeth-vic-silent-fmd","Vic Silent FMD","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_silent_fmd_edition.jpg","SI","hero","94"
"","","cd-megadeth-vic-symphony--p5030","cd-megadeth-vic-symphony-p5030","Vic Symphony","5030","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_symphony.jpg","NO","archive","45"
"","","cd-megadeth-megadeth--vic-symphony-fmd","cd-megadeth-megadeth-vic-symphony-fmd","Vic Symphony FMD","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_symphony_fmd_edition.jpg","SI","hero","94"
"","","cd-megadeth-vic-symphony-music--p429","cd-megadeth-vic-symphony-music-p429","Vic Symphony Music","429","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_symphony_music.png","NO","archive","45"
"","","cd-megadeth-vic-terminator--p5023","cd-megadeth-vic-terminator-p5023","Vic Terminator","5023","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_terminator_frente.jpg","NO","archive","45"
"","","cd-megadeth-vic-the-arsenal-of-megadeth--p424","cd-megadeth-vic-the-arsenal-of-megadeth-p424","Vic The Arsenal of Megadeth","424","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_the_arsenal_of_megadeth.png","NO","archive","45"
"","","cd-megadeth-the-sick-the-dying-and-the-dead--vic-the-sick-3d","cd-megadeth-the-sick-the-dying-and-the-dead-vic-the-sick-3d","Vic The Sick 3D","16","Album | The Sick, the Dying... and the Dead!","Megadeth | Megadeth Vault | Thrash Metal | The Sick, the Dying... and the Dead! | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/sick/vic_the_sick_fmd_3d.jpg","NO","catalog","66"
"","","cd-megadeth-vic-the-sick-trono-v1--p5024","cd-megadeth-vic-the-sick-trono-v1-p5024","Vic The Sick Trono v1","5024","VicRattlehead | The Sick, the Dying... and the Dead!","Megadeth | Megadeth Vault | Thrash Metal | The Sick, the Dying... and the Dead! | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/ts_v1.jpg","NO","catalog","45"
"","","cd-megadeth-vic-the-sick-trono-v2--p5024","cd-megadeth-vic-the-sick-trono-v2-p5024","Vic The Sick Trono v2","5024","VicRattlehead | The Sick, the Dying... and the Dead!","Megadeth | Megadeth Vault | Thrash Metal | The Sick, the Dying... and the Dead! | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/ts_v2.jpg","NO","catalog","45"
"","","cd-megadeth-countdown-to-extinction--vic-time","cd-megadeth-countdown-to-extinction-vic-time","Vic Time","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/albums/Countdown_to_extinction/vic_time_frente.jpg","NO","catalog","66"
"","","cd-megadeth-vic-tour--vic-tour-2026","cd-megadeth-vic-tour-vic-tour-2026","Vic Tour 2026","405","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive","images/tours/Tour_2026/vic_tour_2026_v4.png","NO","catalog","62"
"","","cd-megadeth-vic-tour--vic-tour-2026-v1","cd-megadeth-vic-tour-vic-tour-2026-v1","Vic Tour 2026 v1","320","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive","images/tours/Tour_2026/vic_tour_2026_v1.jpg","NO","catalog","62"
"","","cd-megadeth-vic-tour--vic-tour-2026-v2","cd-megadeth-vic-tour-vic-tour-2026-v2","Vic Tour 2026 v2","320","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive","images/tours/Tour_2026/vic_tour_2026_v2.jpg","NO","catalog","62"
"","","cd-megadeth-vic-tour--vic-tour-2026-v3","cd-megadeth-vic-tour-vic-tour-2026-v3","Vic Tour 2026 v3","320","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive","images/tours/Tour_2026/vic_tour_2026_v3.jpg","NO","catalog","62"
"","","cd-megadeth-vic-tour--vic-tour-2026-v4","cd-megadeth-vic-tour-vic-tour-2026-v4","Vic Tour 2026 v4","320","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive","images/tours/Tour_2026/vic_tour_2026_v4.png","NO","catalog","62"
"","","cd-megadeth-megadeth--vic-victory","cd-megadeth-megadeth-vic-victory","Vic Victory","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_victory.jpg","SI","hero","94"
"","","cd-megadeth-megadeth--vic-warheads-fmd","cd-megadeth-megadeth-vic-warheads-fmd","Vic Warheads FMD","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/vic_warheads.jpg","SI","hero","94"
"","","cd-megadeth-warhead-red--p2815","cd-megadeth-warhead-red-p2815","Warhead Red","2815","Dave Mustaine | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/warhead_red.jpg","NO","catalog","60"
"","","cd-megadeth-youth-era--p30","cd-megadeth-youth-era-p30","Youth Era","30","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Nick_Menza/nick_menza_youth_era.jpg","NO","catalog","56"
"","","cd-megadeth-youthanasia--youthanasia","cd-megadeth-youthanasia-youthanasia","Youthanasia","6 | 5064","Album | Hoodies FMD | Youthanasia","Megadeth | Megadeth Vault | Thrash Metal | Youthanasia | remera | Megadeth Archive | Megadeth Albums | hoodie","images/albums/Youthanasia/youthanasia.jpg","SI","catalog | featured","78"
"","","cd-megadeth-youthanasia--youthanasia-fmd","cd-megadeth-youthanasia-youthanasia-fmd","Youthanasia FMD","7007","Buzo Cuello Redondo | Youthanasia","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Youthanasia | buzo_cuello_redondo | Megadeth Archive","images/buzos cuello redondo/megadeth_youthanasia_original_fmd.jpg","SI","featured","78"
